"month","density"
0,0
0.115075376884422,0.00089318134714552
0.230150753768844,0.00213155127398961
0.345226130653266,0.00354463372018501
0.460301507537688,0.00508358415103459
0.575376884422111,0.0067221676946381
0.690452261306533,0.00844330333987275
0.805527638190955,0.0102346073727102
0.920603015075377,0.0120864427029293
1.0356783919598,0.0139909191597906
1.15075376884422,0.0159413252174674
1.26582914572864,0.0179317803020123
1.38090452261307,0.0199570100869043
1.49597989949749,0.0220121950501022
1.61105527638191,0.0240928650146058
1.72613065326633,0.0261948238044981
1.84120603015075,0.0283140943324165
1.95628140703518,0.030446877967151
2.0713567839196,0.0325895241390335
2.18643216080402,0.0347385074477229
2.30150753768844,0.036890410373384
2.41658291457286,0.0390419102427045
2.53165829145729,0.0411897694724728
2.64673366834171,0.0433308283693773
2.76180904522613,0.0454619999445827
2.87688442211055,0.047580266330312
2.99195979899497,0.0496826764791644
3.1070351758794,0.0517663448958376
3.22211055276382,0.0538284512024169
3.33718592964824,0.0558662403773435
3.45226130653266,0.0578770235379683
3.56733668341709,0.059858179159641
3.68241206030151,0.0618071546422859
3.79748743718593,0.0637214681496265
3.91256281407035,0.0655987106575462
4.02763819095477,0.0674365481571844
4.1427135678392,0.069232723965778
4.25778894472362,0.0709850611043353
4.37286432160804,0.0726914647062771
4.48793969849246,0.0743499244254008
4.60301507537688,0.0759585168151123
4.71809045226131,0.0775154076539351
4.83316582914573,0.0790188541949708
4.94824120603015,0.08046720731932
5.06331658291457,0.0818589135755452
5.17839195979899,0.0831925170891176
5.29346733668342,0.0844666613274842
5.40854271356784,0.0856800907079358
5.52361809045226,0.0868316520369023
5.63869346733668,0.0879202957706402
5.7537688442211,0.0889450770885476
5.86884422110553,0.0899051567715445
5.98391959798995,0.0907998018791037
6.09899497487437,0.0916283862196201
6.21407035175879,0.0923903906098671
6.32914572864322,0.0930854029203104
6.44422110552764,0.0937131179040433
6.55929648241206,0.0942733368080661
6.67437185929648,0.0947659667665594
6.7894472361809,0.0951910199767065
6.90452261306533,0.0955486126584884
7.01959798994975,0.0958389638007199
7.13467336683417,0.0960623936964077
7.24974874371859,0.0962193222712957
7.36482412060301,0.0963102672102143
7.47989949748744,0.0963358418865696
7.59497487437186,0.0962967531009939
7.71005025125628,0.0961937986358312
7.8251256281407,0.0960278646327448
7.94020100502512,0.0957999228013098
8.05527638190955,0.0955110274669948
8.17035175879397,0.0951623124674323
8.28542713567839,0.0947549879063352
8.40050251256281,0.0942903367748325
8.51557788944723,0.0937697114503695
8.63065326633166,0.0931945300836445
8.74572864321608,0.0925662728843414
8.8608040201005,0.0918864783166548
8.97587939698492,0.0911567392157998
9.09095477386935,0.0903786988368496
9.20603015075377,0.0895540468473469
9.32110552763819,0.0886845152751977
9.43618090452261,0.087771874423371
9.55125628140703,0.0868179287628999
9.66633165829146,0.0858245128156112
9.78140703517588,0.084793487037895
9.8964824120603,0.0837267337166782
10.0115577889447,0.0826261528885654
10.1266331658291,0.0814936582928886
10.2417085427136,0.0803311733691318
10.356783919598,0.0791406273089008
10.4718592964824,0.0779239511722677
10.5869346733668,0.0766830740779581
10.7020100502513,0.0754199194764482
10.8170854271357,0.0741364015146219
10.9321608040201,0.072834421500185
11.0472361809045,0.0715158644735684
11.1623115577889,0.07018259589456
11.2773869346734,0.0688364584503965
11.3924623115578,0.0674792689915261
11.5075376884422,0.0661128156007151
11.6226130653266,0.0647388548006251
11.7376884422111,0.0633591089044363
11.8527638190955,0.0619752635135293
11.9678391959799,0.0605889651656782
12.0829145728643,0.0592018191366438
12.1979899497487,0.057815387397495
12.3130653266332,0.0564311867294279
12.4281407035176,0.0550506869973043
12.543216080402,0.0536753095825857
12.6582914572864,0.0523064259758085
12.7733668341709,0.0509453565282276
12.8884422110553,0.0495933693617479
13.0035175879397,0.0482516794357769
13.1185929648241,0.0469214477691577
13.2336683417085,0.0456037808148913
13.348743718593,0.0442997299849243
13.4638190954774,0.0430102913218698
13.5788944723618,0.041736405314139
13.6939698492462,0.0404789568506028
13.8090452261307,0.0392387753105608
13.9241206030151,0.0380166347844834
14.0391959798995,0.0368132544207076
14.1542713567839,0.0356292988930043
14.2693467336683,0.0344653789837037
14.3844221105528,0.0333220522768585
14.4994974874372,0.0321998239557443
14.6145728643216,0.0310991476988455
14.729648241206,0.0300204266683488
14.8447236180905,0.0289640145850654
14.9597989949749,0.0279302168836335
15.0748743718593,0.0269192919417999
15.1899497487437,0.02593145237756
15.3050251256281,0.024966866407934
15.4201005025126,0.0240256592631824
15.535175879397,0.0231079146503087
15.6502512562814,0.022213676259767
15.7653266331658,0.0213429493093761
15.8804020100502,0.0204957021195539
15.9954773869347,0.0196718677141054
16.1105527638191,0.0188713454409438
16.2256281407035,0.018094002607278
16.3407035175879,0.0173396761239754
16.4557788944724,0.0166081741539887
16.5708542713568,0.0158992777599372
16.6859296482412,0.0152127425461354
16.8010050251256,0.0145483002905825
16.91608040201,0.0139056605626454
17.0311557788945,0.0132845123224035
17.1462311557789,0.0126845254978568
17.2613065326633,0.0121053525364398
17.3763819095477,0.0115466299275271
17.4914572864322,0.0110079796928626
17.6065326633166,0.0104890108420889
17.721608040201,0.00998932079079893
17.8366834170854,0.00950849673877801
17.9517587939698,0.0090461170063434
18.0668341708543,0.00860175232692967
18.1819095477387,0.00817496709430073
18.2969849246231,0.00776532056300015
18.4120603015075,0.00737236800087429
18.527135678392,0.00699566179272084
18.6422110552764,0.00663475249432573
18.7572864321608,0.00628918983635433
18.8723618090452,0.00595852367775766
18.9874371859296,0.00564230490854112
